claim_id,claim_text,evidence_id,evidence_text,claim_label
claim-2579,past 250 years humans added one part co2 10 000 atmosphere,"['evidence-861762', 'evidence-788947', 'evidence-252580']",global annual mean co 2 concentration increased 45% since start industrial revolution 280 ppm 10 000 years mid-18th century 415 ppm may 2019 carbon dioxide mole fractions atmosphere gone approximately 35 percent since 1900s rising 280 parts per million volume 387 parts per million 2009 since time industrial revolution 200 years ago concentration carbon dioxide atmosphere increased 280 parts per million 370 parts per million increase around 30%,REFUTES
claim-1416,recent decades warming accompanied constant rise sea level would appear increase extreme weather events even scientifically determinable cause cannot assigned particular phenomenon,"['evidence-946255', 'evidence-1129603', 'evidence-456747', 'evidence-1091550']",1993 2017 global mean sea level rose average 3 1 ± 0 3 mm per year acceleration detected well examples include sea level rise widespread melting snow land ice increased heat content oceans increased humidity earlier timing spring events flowering plants climate change accurate scientifically describe various effects greenhouse gases world includes extreme weather storms changes rainfall patterns ocean acidification sea level effects global warming include rising sea levels regional changes precipitation frequent extreme weather events heat waves expansion deserts,SUPPORTS
claim-2497,without forests humidity previously moisture-laden winds blew dry,"['evidence-193559', 'evidence-935441', 'evidence-1051806', 'evidence-482305', 'evidence-335697']",strong winds dry nature blow september april causing dryness locality result fire hazard especially deciduous forests important feature cloud forests tree crowns intercept wind-driven cloud moisture part drips ground throughout year wind speed temperature humidity fairly consistent humidity usually greater 90% laurel forest cloud forest subtropical mild temperate forest found areas high humidity relatively stable mild temperatures causes east winds bringing moisture gulf mexico,NOT_ENOUGH_INFO
claim-811,[climate scientists] say aspects case hurricane harvey—and recent history tropical cyclones worldwide—suggest global warming making bad situation worse,"['evidence-604477', 'evidence-1055682', 'evidence-1047356', 'evidence-759337', 'evidence-879500']",global warming causes changes tropical cyclones may also make impacts worse via sea level rise fact climate change made hurricane harvey deadly gulf mexico known hurricanes august incidence alone cannot attributed global warming warming climate influence certain attributes storms weather events due multiple factors cannot said caused one precondition climate change affects aspects extreme events likely worsened impacts harvey storm harvey impacts likely worsened due global warming,SUPPORTS
claim-1896,greg hunt csiro research shows carbon emissions reduced 20 per cent 40 years using nature soils trees,"['evidence-798121', 'evidence-305800', 'evidence-108068', 'evidence-234076', 'evidence-1111240']",reduce u carbon dioxide emissions 7% stipulated kyoto protocol would require planting area size texas [8% area brazil] every 30 years almost 20 percent 8 gtco2/year total greenhouse-gas emissions deforestation 2007 estimated increasing carbon content soils world 3 5 billion hectares agricultural grassland 1% would offset nearly 12 years co2 emissions large potential future reductions emissions combination activities including energy conservation increased energy efficiency use low-carbon energy technologies renewable energy nuclear energy carbon capture storage decarbonizing buildings transport enhancing carbon sinks example reforestation preventing deforestation ireland plant 440 million trees 20 years fight climate change,NOT_ENOUGH_INFO
claim-2819,importantly oism list contains 39 scientists specialise climate science,"['evidence-572386', 'evidence-596256', 'evidence-363528', 'evidence-1161865', 'evidence-676759']",ongoing experiments conducted 4 000 scientists many nations botanist plant scientist phytologist scientist specialises field list includes scientists several specialities disciplines 2001 scientific american took random sample 30 1 400 signatories claiming hold ph climate-related science crudely extrapolating petition supporters include core 200 climate researchers – respectable number though rather small fraction climatological community,NOT_ENOUGH_INFO
claim-2643,decline refers decline northern tree-rings global temperature openly discussed papers ipcc reports,"['evidence-224185', 'evidence-267910', 'evidence-736392']",several scientific sources state decline referred decline tree ring climate proxy metrics temperature issues tree rings hidden extensively discussed scientific literature ipcc reports decline referred well-discussed tree-ring divergence problem two phrases taken context global warming sceptics including us senator jim inhofe former governor alaska sarah palin though referred decline measured global temperatures even though written temperatures record high,SUPPORTS
claim-1775,venus likely underwent runaway ‘moist’ greenhouse phase earlier history today kept hot dense co2 atmosphere,['evidence-1043526'],studies suggested billions years ago venus atmosphere much like one surrounding earth may substantial quantities liquid water surface period 600 million several billion years runaway greenhouse effect caused evaporation original water generated critical level greenhouse gases atmosphere,SUPPORTS
claim-316,models predicted seven times much warming observed,"['evidence-733847', 'evidence-980959', 'evidence-368241']",model predicted <0 2 °c warming upper air 700 mb 500 mb however report also observed rate warming period 1998–2012 lower predicted 111 114 coupled model intercomparison project climate models found observed warming similar two three scenarios,DISPUTED
claim-896,according exposure particulate matter increases risk acute lower respiratory infection chronic obstructive pulmonary disease heart disease stroke lung cancer,"['evidence-534239', 'evidence-1171424', 'evidence-416776']",air pollution significant risk factor number pollution-related diseases including respiratory infections heart disease copd stroke lung cancer effects inhaling particulate matter widely studied humans animals include asthma lung cancer respiratory diseases cardiovascular disease premature delivery birth defects low birth weight premature death worldwide exposure pm2 5 contributed 4 1 million deaths heart disease stroke lung cancer chronic lung disease respiratory infections 2016,SUPPORTS
claim-331,serial adjustment tended make early years colder increases warming trend,"['evidence-138622', 'evidence-584709', 'evidence-1189271', 'evidence-561696', 'evidence-311416']",rss satellite temperature record showed slight cooling trend uah satellite temperature record showed slight warming trend general public little awareness carbon dioxide effects climate science news may 1959 forecast 25% increase atmospheric carbon dioxide 150 years 1850 2000 consequent warming trend climate change adaptation adjustment natural human systems response actual expected climatic stimuli effects moderates harm exploits beneficial opportunities climate system large thermal inertia take centuries climate fully adjust globally effects estimated led slight cooling dominated increase surface albedo,NOT_ENOUGH_INFO
claim-2574,world scale coral reefs decline,"['evidence-369389', 'evidence-406279', 'evidence-292123', 'evidence-886566', 'evidence-580567']",global assessments coral reefs world continue report drastic rapid rates decline despair repair dramatic decline caribbean corals reversed according caribbean coral reefs status report 19702-2012 states stop overfishing especially fishes key coral reef like parrotfish coastal zone management reduce human pressure reef example restricting coastal settlement development tourism control pollution specially sewage may reduce coral decline even reverse 1998 16% world reefs died result increased water temperature coral reef systems decline worldwide,SUPPORTS
claim-342,members media may nod along claims [about changes weather extremes] evidence paints different story,"['evidence-817269', 'evidence-246671']",however confident attributing changes long-term trends extreme weather antilla 2005 one problematic trend us media suggestion substantive disagreement exists within international scientific community reality anthropogenic climate change however concept false…although science climate change appear prime news topic 255 newspapers included study…articles framed climate change terms debate controversy uncertainty plentiful,SUPPORTS
claim-2034,latest ipcc reports ar5 shown global mean temperature forecasts 2005 ipcc report exceeded actual readings,"['evidence-232879', 'evidence-1197833']",compared previous report lower bounds sensitivity climate system emissions slightly lowered though projections global mean temperature rise compared pre-industrial levels 2100 exceeded 1 5 °c scenarios judge global mean surface air temperature increased 0 3 0 6 °c last 100 years broadly consistent prediction climate models also magnitude natural climate variability,REFUTES
claim-578,‘if nothing reduce greenhouse gas emissions kind extreme heat saw past summer norm young son grown man ’,['evidence-960067'],avoiding future warming require large rapid reduction global greenhouse gas emissions,SUPPORTS
claim-976,gas builds soil forming mounds called ‘pingoes ’,['evidence-350072'],next larger scale soil structures called peds commonly soil aggregates created soil separates iron oxides carbonates clay silica humus coat particles cause adhere larger relatively stable secondary structures,SUPPORTS
claim-1097,“[…]the impact calcification metabolism growth fertility survival calcifying marine species ph lowered 0 3 units […] beneficial damaging,"['evidence-1112531', 'evidence-616116']",effects calcifying organisms base food webs could potentially destroy fisheries german advisory council global change stated order prevent disruption calcification marine organisms resultant risk fundamentally altering marine food webs following guard rail obeyed ph near surface waters drop 0 2 units pre-industrial average value larger ocean region global mean,REFUTES
claim-609,that’s antarctica’s mass shrinks ice sheet’s gravitational pull ocean relaxes somewhat seas travel back across globe pile far away — u coasts one prime destination ”,['evidence-557585'],loss mass gravitational pull becomes less local water levels might drop,SUPPORTS
claim-173,[carbon emissions] could see carbon black,['evidence-142343'],global anthropogenic greenhouse gas emissions 2010 equivalent 49 billion tonnes carbon dioxide using recent global warming potentials 100 years ar5 report,REFUTES
claim-1222,melting greenland ice sheet already major contributor rising sea level eventually lost entirely oceans would rise six metres around world flooding many world’s largest cities,"['evidence-856068', 'evidence-7473', 'evidence-952525', 'evidence-173281', 'evidence-1040612']",entire 2 850 000 km3 684 000 cu mi ice melt global sea levels would rise 7 2 24 ft ice sheet models project warming would initiate long-term melting ice sheet leading complete melting ice sheet centuries resulting global sea level rise 7 metres 23 ft entire 2 850 000 cubic kilometres 684 000 cu mi ice melt would lead global sea level rise 7 2 24 ft greenland ice sheet melt away completely world sea level would rise 7 23 ft greenland ice sheet occupies 82% surface greenland melted would cause sea levels rise 7 2 metres,SUPPORTS
claim-2441,furthermore physically incorrect state planet simply recovering little ice age,['evidence-494148'],trend could extrapolated continue future possibly leading full ice age twentieth-century instrumental temperature record shows sudden reversal trend rise global temperatures attributed greenhouse gas emissions,SUPPORTS
claim-756,australia’s signed suicide note [with paris accord] yet didn’t seem notice china india indonesia us commit reducing large carbon dioxide emissions,"['evidence-901598', 'evidence-719544', 'evidence-229230']",plan include targets carbon dioxide emission reductions estimated fully implemented china annual emissions greenhouse gases would reduced 1 5 billion tons carbon dioxide equivalent 2010 institutional asset owners associations think-tanks also observed stated objectives paris agreement implicitly predicated upon assumption – member states united nations including high polluters china us india russia japan germany south korea iran saudi arabia canada indonesia mexico generate half world greenhouse gas emissions somehow drive carbon pollution voluntarily assiduously without binding enforcement mechanism measure control co 2 emissions level factory state without specific penalty gradation fiscal pressure example carbon tax discourage bad behaviour u china announce steps join paris accord set nation-by-nation targets cutting carbon emissions,DISPUTED
claim-2577,three recent articles give us reason question alarmists’ claims coral reefs deep trouble due buildup greenhouse gases world climate report,"['evidence-663642', 'evidence-463557', 'evidence-469998', 'evidence-511848', 'evidence-338219']",greenhouse gas emissions present broader threat sea temperature rise sea level rise though corals adapt calcifying fluids changes seawater ph carbonate levels directly threatened ocean acidification november 2017 second warning humanity signed 15 364 scientists 184 countries stated current trajectory potentially catastrophic climate change due rising greenhouse gases burning fossil fuels deforestation agricultural production – particularly farming ruminants meat consumption especially troubling atmosphere ocean warmed amounts snow ice diminished sea level risen concentrations greenhouse gases increased myths vs facts denial petitions reconsideration endangerment cause contribute findings greenhouse gases section 202 clean air act extremely likely warming arises human activities especially emissions greenhouse gases atmosphere ‘climate change’ due natural forces human activity substantial evidence indicate human activity – specifically increased greenhouse gas ghgs emissions – key factor pace extent global temperature increases,NOT_ENOUGH_INFO
claim-2890,heat continuing build subsurface ocean,"['evidence-742886', 'evidence-131135', 'evidence-71710', 'evidence-1020632', 'evidence-674318']",end result continual build-up heat surface people experience heat wave titan thought subsurface liquid-water ocean ice addition hydrocarbon mix forms atop outer crust underneath thick atmospheres planets uranus neptune expected planets composed oceans hot high-density fluid mixtures water ammonia volatiles surface heat freshwater fluxes create global density gradients drive thermohaline circulation part large-scale ocean circulation plays important role supplying heat polar regions thus sea ice regulation,NOT_ENOUGH_INFO
claim-2478,kerr 2007 points sunlight-reflecting haze cools much planet seems thinned past decade,['evidence-220532'],conversely haze titan atmosphere contributes anti-greenhouse effect reflecting sunlight back space cancelling portion greenhouse effect making surface significantly colder upper atmosphere,SUPPORTS
claim-2399,greenhouse effect natural occurence much warming severe negative impacts agriculture health environment,"['evidence-1047395', 'evidence-398589', 'evidence-1122962', 'evidence-504446', 'evidence-298450']",effects global warming climate damage include far-reaching long-lasting changes natural environment ecosystems human societies caused directly indirectly human emissions greenhouse gases impact environment ecosystems animal kingdom society humanity depends much earth warms generally impacts public health negative positive impacts include direct effects extreme weather leading injury loss life indirect effects undernutrition brought crop failures future warming projected range impacts including sea level rise increased frequencies severities extreme weather events loss biodiversity regional changes agricultural productivity,SUPPORTS
claim-3091,global warming history completely coincides history artificial satellites use microwave frequencies outer space,"['evidence-917344', 'evidence-866933', 'evidence-520355', 'evidence-927151', 'evidence-20748']",time massive system artificial satellites placed orbit around earth communications satellite artificial satellite relays amplifies radio telecommunications signals via transponder creates communication channel source transmitter receiver different locations earth communications satellites use wide range radio microwave frequencies climate proxy records show natural variations offset early effects industrial revolution little net warming 18th century mid-19th century thermometer records began provide global coverage solar irradiance measured directly satellites indirect measurements available beginning early 1600s,NOT_ENOUGH_INFO
claim-141,greenpeace didn’t save whales switching whale oil petroleum palm oil,"['evidence-51845', 'evidence-1025353', 'evidence-917144', 'evidence-426684', 'evidence-784155']",greenpeace also critical extracting petroleum oil sands used direct action block operations athabasca oil sands canada another greenpeace movement concerning rain forests discouraging palm oil industries greenpeace also calling wilmar breaking commitment end deforestation policy signed wilmar december 2013 promise incorporate organic sustainable ways collect palm oil brands cannot let deception pass unchallenged choice suspend business wilmar prove trades clean palm oil responsible producers james robbins argued advent petroleum-refined kerosene saved species great whales extinction providing inexpensive substitute whale oil thus eliminating economic imperative open-boat whaling,NOT_ENOUGH_INFO
claim-1933,newt gingrich teamed nancy pelosi al gore global warming,"['evidence-380361', 'evidence-977987', 'evidence-837633', 'evidence-787339', 'evidence-971592']",urge gore add going vegetarian global warming pledge gore initially hesitant bill clinton running mate 1992 united states presidential election clashing george h w bush administration global warming issues decided accept offer known one atari democrats later called democrats greens politicians see issues like clean air clean water global warming key future victories party gingrich identified education number one factor future prosperity partnered al sharpton education secretary arne duncan education issues former foes clinton gingrich band health care plan,NOT_ENOUGH_INFO
claim-1689,evidence building net cloud feedback likely positive unlikely strongly negative,['evidence-95001'],analyses found iris effect positive feedback rather negative feedback proposed lindzen,SUPPORTS
claim-443,“today climate scientists obsessed level carbon dioxide atmosphere small part overall picture,['evidence-555729'],world important greenhouse gas carbon dioxide by-product burning fossil fuels,REFUTES
claim-2037,rate renewable energy installations eu 2018 less half maximum level achieved 2010,"['evidence-1113929', 'evidence-363747', 'evidence-268009', 'evidence-90731', 'evidence-1065009']",although significant variation national targets average 22% electricity generated renewables 2010 compared 13 9% 1997 european commission proposed renewable energy roadmap21 binding target increasing level renewable energy eu overall mix less 7% today 20% 2020 january 2014 eu agreed 40% emissions reduction 2030 compared 1990 levels 27% renewable energy target expected provide 70 000 full-time jobs cut €33bn fossil fuel imports installed wind power capacity european union totalled 93 957 megawatts mw 2011 enough supply 6 3% eu electricity several countries achieved relatively high levels wind power penetration 21% stationary electricity production denmark 18% portugal 16% spain 14% ireland 2010 since continued expand installed capacity,NOT_ENOUGH_INFO
claim-1734,jim hansen several possible scenarios mid-level scenario b right,"['evidence-1005240', 'evidence-485896', 'evidence-147653', 'evidence-210167', 'evidence-901245']",described intermediate scenario likely real-world greenhouse gas forcing closest scenario 2000 hansen authored paper called global warming twenty-first century alternative scenario presented optimistic way dealing global warming focusing non-co2 gases black carbon short run giving time make reductions fossil fuel emissions described business-as-usual scenario greenhouse gases growing approximately 2% per year alternate scenario greenhouse gases concentrations decline alternate scenario would keep warming climate sensitivity 3 °c doubled co 2 know right scenarios,NOT_ENOUGH_INFO
claim-2093,impacts climate co2 presents danger public health welfare thus qualifies air pollutant,['evidence-743065'],air pollutant material air adverse effects humans ecosystem,SUPPORTS
claim-1400,late 1970s marked end 30-year cooling trend,['evidence-502252'],based orbital models cooling trend initiated 6 000 years ago continue another 23 000 years,REFUTES
claim-1638,worry global warming impacts next 100 years ice age 10 000 years,"['evidence-336096', 'evidence-418973', 'evidence-142343', 'evidence-954212', 'evidence-1016625']",global climatic changes occurred slowly prior rise human civilization 10 thousand years ago near end last major ice age climate became stable [citation needed] amount heat trapping gases emitted earth oceans atmosphere prevent next ice age otherwise would begin around 50 000 years likely glacial cycles global anthropogenic greenhouse gas emissions 2010 equivalent 49 billion tonnes carbon dioxide using recent global warming potentials 100 years ar5 report current projected consequences global warming include largely ice-free arctic ocean within 5–20 years see arctic shrinkage projections based special report emissions scenarios suggest warming 21st century rapid rate experienced least last 10 000 years,NOT_ENOUGH_INFO
claim-3075,multiple lines evidence indicate greenland ice loss accelerating contribute sea level rise order metres next centuries,"['evidence-59240', 'evidence-391045', 'evidence-123917']",glaciers greenland also contributing rise global sea level faster previously believed estimates future contribution sea level rise greenland range 0 3 3 metres 1 10 ft year 2100 contribution greenland ice sheet sea level next couple centuries high due self-reinforcing cycle so-called positive feedback,SUPPORTS
claim-38,scientists studying antarctica sea ice warn rise accumulation could spark next ice age,['evidence-591257'],40-y record reveals gradual antarctic sea ice increases followed decreases rates far exceeding rates seen arctic,REFUTES
claim-1643,al gore book quite accurate far accurate contrarian books,"['evidence-506072', 'evidence-1109658', 'evidence-1087633', 'evidence-1033955']",2007 court case british judge said doubt film broadly accurate four main scientific hypotheses supported vast quantity research upheld nine long schedule alleged errors presented court 19 climate scientists seen movie read homonymous book said gore accurately conveyed science errors making qualitative point entirely accurate story scientifically accurate yet understandable public public less less drawn science,SUPPORTS
claim-1259,north-east midwest upper great plains experienced 30% increase heavy rainfall episodes – considered once-in-every-five year downpours – parts west particularly california parched drought,"['evidence-17722', 'evidence-1023411', 'evidence-443760', 'evidence-948853']",water use conservation california politically divisive issue state experiences periodic droughts balance demands large agricultural urban sectors especially arid southern portion state valley experienced severe drought 2011 2017 august 2014 three-year drought prompting changes agriculture industry valley drought much common west rest united states,SUPPORTS
claim-1605,scientists retracted claim sea levels rising,"['evidence-988277', 'evidence-1091550', 'evidence-98543', 'evidence-1121998']",sea level rise continue many centuries effects global warming include rising sea levels regional changes precipitation frequent extreme weather events heat waves expansion deserts since least start 20th century average global sea level rising scientists keep upping projections much oceans rise century,REFUTES
claim-1711,global warming climate change mean different things used decades,"['evidence-59188', 'evidence-1121750']",global warming climate change often used interchangeably research 1950s suggested temperatures increasing 1952 newspaper used term climate change,DISPUTED
claim-2236,majority peer reviewed research time predicted warming due increasing co2,['evidence-976285'],survey peer-reviewed scientific papers published 1965 1979 shows large majority research time predicted earth would warm carbon-dioxide levels rose — indeed,SUPPORTS
claim-1040,evidence earth’s orbital variations impact radiation levels thus global temperatures course mean man way impacting climate studies like highlight role man plays planet dwarfed natural phenomena utterly control,"['evidence-550422', 'evidence-163450', 'evidence-1107482', 'evidence-1137996', 'evidence-720840']",many interesting palaeoclimate studies suggest solar variability influence pre-industrial climate consensus several factors important atmospheric composition concentrations carbon dioxide methane specific levels previously mentioned gases able seen new ice core samples epica dome c antarctica past 800 000 years changes earth orbit around sun known milankovitch cycles motion tectonic plates resulting changes relative location amount continental oceanic crust earth surface affect wind ocean currents variations solar output orbital dynamics earth–moon system impact relatively large meteorites volcanism including eruptions supervolcanoes physical evidence shows variation earth climate much extreme variation intensity solar radiation calculated earth orbit evolves since orbital variations predictable model relates orbital variations climate run forward predict future climate two caveats mechanism orbital forcing influences climate definitive non-orbital effects important example human impact environment principally increases greenhouse gases result warmer climate milankovitch studied changes movements earth alter amount location solar radiation reaching earth,NOT_ENOUGH_INFO
claim-392,study totally debunks whole concept man-made global warming,"['evidence-724010', 'evidence-846906', 'evidence-1007867']",global change research program concluded [global] warming unequivocal primarily human-induced warming likely human-made scientists reach 100% consensus anthropogenic global warming,REFUTES
claim-368,recent ipcc report lays future limit global heating 1 5°c instead paris agreement’s 2°c,"['evidence-853312', 'evidence-839100', 'evidence-46356', 'evidence-994667']",2015 un countries negotiated paris agreement aims keep climate change well 2 °c meeting paris target 1 5 °c 2 7 °f possible would require deep emissions reductions rapid far-reaching unprecedented changes aspects society deep reductions non-co2 emissions nitrous oxide methane also required limit warming 1 5 °c holding rise 1 5 °c avoids worst effects rise even 2 °c,DISPUTED
claim-559,lot evidence climate change diminishing biodiversity seen alpine meadows well,"['evidence-1047048', 'evidence-109104', 'evidence-885423', 'evidence-942611']",climate change proven affect biodiversity evidence supporting altering effects widespread dominance hierarchies diversity species richness vascular plants alpine meadow contrasting short medium term responses simulated global change increased temperatures may allow herbivores expand alpine regions significant impacting composition alpine herbfields statement goes assert evidence accumulating wildlife wildlife habitats continue significantly affected ongoing large-scale rapid climate change,SUPPORTS
claim-2583,unit co2 put atmosphere less less warming impact,"['evidence-827004', 'evidence-677057', 'evidence-1169593', 'evidence-1099186', 'evidence-178206']",international community began long process towards building effective international domestic measures tackle ghg emissions carbon dioxide methane nitrous oxide hydroflurocarbons perfluorocarbons sulphur hexafluoride response increasing assertions global warming happening due man-made emissions uncertainty likely consequences creates air pollution including nitrous oxides particulates significant contributor global warming emission carbon dioxide transport fastest-growing emission sector still global warming potential landfill gas emitted atmosphere significant kyoto protocol international treaty extends 1992 united nations framework convention climate change unfccc commits state parties reduce greenhouse gas emissions based scientific consensus part one global warming occurring part two extremely likely human-made co2 emissions predominantly caused additional co2 led projected increase warming 0 1 1 5 °c,NOT_ENOUGH_INFO
claim-2609,individual carbon dioxide molecules short life time around 5 years atmosphere,"['evidence-185746', 'evidence-801956', 'evidence-938381']",carbon dioxide greatest concern exerts larger overall warming influence gases combined long atmospheric lifetime hundreds thousands years due carbon dioxide long lifetime atmosphere atmospheric lifetime co 2 estimated order 30–95 years,REFUTES
claim-492,like claims regarding global warming real effect small probably temporary likely due natural weather patterns,"['evidence-896442', 'evidence-504446', 'evidence-128422', 'evidence-479999', 'evidence-1091550']",effects climate change human systems mostly due warming shifts precipitation detected worldwide impacts include direct effects extreme weather leading injury loss life indirect effects undernutrition brought crop failures slower pace warming attributed combination natural fluctuations reduced solar activity increased volcanic activity climate change may due natural internal processes external forcings modulations solar cycles volcanic eruptions persistent anthropogenic changes composition atmosphere land use effects global warming include rising sea levels regional changes precipitation frequent extreme weather events heat waves expansion deserts,DISPUTED
claim-1420,concentrated atmosphere gases allow warmth sun’s rays reflected earth dispersed space,"['evidence-1069448', 'evidence-767961']",last phenomenon known greenhouse effect trace molecules within atmosphere serve capture thermal energy emitted ground thereby raising average temperature ozone acts greenhouse gas absorbing infrared energy emitted earth,SUPPORTS
claim-1089,last year’s warmth manifested across planet warm tropical ocean waters coast northeastern australia great barrier reef experienced worst coral bleaching event record large scale coral death arctic sea ice hit regular monthly record lows overall temperatures also warmest record least january september 2016,"['evidence-815795', 'evidence-197787', 'evidence-95039', 'evidence-617908']",global mass coral bleaching occurring since 2014 highest recorded temperatures plaguing oceans coral reef provinces permanently damaged warm sea temperatures severely indian ocean march 2016 report stated coral bleaching widespread previously thought seriously affecting northern parts reef result warming ocean temperatures march 2017 journal nature published paper showing huge sections 800-kilometre 500 mi stretch northern part reef died course 2016 due high water temperatures event authors put effects global climate change,SUPPORTS
claim-1467,amount carbon dioxide absorbed upper layer oceans increasing 2 billion tons per year,"['evidence-425667', 'evidence-956954', 'evidence-923136', 'evidence-498380', 'evidence-257475']",human activities emit 29 billion tons carbon dioxide per year volcanoes emit 0 2 0 3 billion tons oceans act enormous carbon sink taken third co 2 emitted human activity concentration carbon dioxide increases atmosphere increased uptake carbon dioxide oceans causing measurable decrease ph oceans referred ocean acidification current annual increase atmospheric co2 approximately 4 gigatons carbon carbon dioxide absorbed atmosphere ocean surface exchange rate varies locally average oceans net absorption co2 2 2 pg c per year,NOT_ENOUGH_INFO
claim-444,carbon dioxide trace gas ”,['evidence-1190705'],carbon dioxide earth atmosphere trace gas currently mid 2018 global average concentration 409 parts per million volume 622 parts per million mass,SUPPORTS
claim-803,team climate scientists notes failing predict warming ‘hiatus’ beginning 21st century intergovernmental panel climate change ipcc models overestimated temperature increases…,"['evidence-968233', 'evidence-325440', 'evidence-1197833', 'evidence-657969']",models referenced intergovernmental panel climate change ipcc predict global temperatures likely increase 1 1 6 4 °c 2 0 11 5 °f 1990 2100 observed increase hurricane intensity larger climate models predict sea surface temperature changes experienced judge global mean surface air temperature increased 0 3 0 6 °c last 100 years broadly consistent prediction climate models also magnitude natural climate variability finished report summarizes findings scientists showing maintaining temperature rise 1 5 °c remains possible rapid far-reaching transitions energy land urban infrastructure industrial systems,DISPUTED
claim-1668,thick arctic sea ice rapid retreat,"['evidence-280204', 'evidence-1200544', 'evidence-629116']",retreat arctic sea ice accelerate global warming less ice cover reflects less solar radiation may serious climate implications contributing arctic cyclone generation 2002 12 km 7 5 mi long floating terminus glacier entered phase rapid retreat ice front breaking floating terminus disintegrating accelerating retreat rate 30 98 ft per day composite record arctic ice demonstrates floes retreat began around 1900 experiencing rapid melting beginning within past 50 years,SUPPORTS
claim-742,global human emissions 3 per cent total annual emissions,"['evidence-556098', 'evidence-215052']",one largest sources greenhouse gases responsible 18% world greenhouse gas emissions measured co2 equivalents 2008 countries kyoto cap made less one-third annual global carbon dioxide emissions fuel combustion,REFUTES
claim-846,words trapped arctic permafrost twice much carbon currently wrecking atmosphere planet scheduled released date keeps getting moved partially form gas multiplies warming power 86 times,"['evidence-1173602', 'evidence-769821', 'evidence-94074']",melting ice may release large quantities methane powerful greenhouse gas atmosphere causing warming strong positive feedback cycle release methane carbon dioxide stored permafrost could cause abrupt severe global warming potent greenhouse gases permafrost melts releases carbon form carbon dioxide methane greenhouse gases,SUPPORTS
claim-2119,lindzen choi find low climate sensitivity,['evidence-127999'],lindzen given estimates earth climate sensitivity 0 5 °c based erbe data,SUPPORTS
claim-1167,lake-bottom sediments florida tell us recent major hurricane activity gulf mexico less frequent centuries past,['evidence-1150262'],major hurricanes struck gulf coast 3000–1400 bc recent millennium,REFUTES
claim-623,noted oceanographer walter munk referred sea-level rise “enigma”,"['evidence-584943', 'evidence-965161']",climate-change–driven accelerated sea-level rise detected altimeter era work described came known munk enigma large discrepancy observed rate sea level rise expected effects earth rotation,DISPUTED
claim-2882,trenberth views clarified paper imperative climate change planning tracking earth global energy,['evidence-363958'],imperative climate change planning tracking earth global energy,SUPPORTS
claim-1698,around 97% climate experts agree humans causing global warming,"['evidence-503460', 'evidence-797793']",97% agree explicitly implicitly global warming happening human-caused 97% scientists surveyed agreed global temperatures increased past 100 years 84% said personally believed human-induced warming occurring 74% agreed currently available scientific evidence substantiated occurrence,DISPUTED
claim-181,reefs need carbon dioxide it’s basic food,"['evidence-881960', 'evidence-903942', 'evidence-795828', 'evidence-218166', 'evidence-114903']",symbiotic relationship zooxanthellae benefit using nitrogenous waste carbon dioxide produced host cnidarian gains photosynthetic capability increased production calcium carbonate substance great importance stony corals aerobic creatures need oxygen cellular respiration uses oxygen break foods energy produces carbon dioxide waste product aerobic organisms gas exchange particularly important respiration involves uptake oxygen 2 release carbon dioxide co 2 ocean acidification ongoing decrease ph earth oceans caused uptake carbon dioxide co 2 atmosphere marine life plays important part carbon cycle photosynthetic organisms convert dissolved carbon dioxide organic carbon economically important humans providing fish use food,NOT_ENOUGH_INFO
claim-281,interview bbc scandal broke dr jones admitted statistically significant global warming since 1995,"['evidence-18549', 'evidence-298772', 'evidence-509654']",american association advancement science aaas reaffirmed position global warming expressed grave concerns illegal release private emails stolen university east anglia cause policy-makers public become confused scientific basis global climate change late 2011 steven f hayward wrote climategate global warming controversy pentagon papers vietnam war 40 years ago changed narrative decisively quote fact account lack warming moment travesty,DISPUTED
claim-2809,motions massive oceans heat moved deep layers surface provides variability time scales years centuries,"['evidence-383714', 'evidence-94747', 'evidence-213245']",surface water temperatures vary latitude current systems season reflect latitudinal distribution solar energy range −2 °c 28 °f 30 °c 86 °f fluctuations atmospheric temperature sea surface temperature precipitation parameters quasi-periodic often occurring inter-annual multi-annual decadal multidecadal century-wide millennial longer timescales el niño la niña important temperature fluctuations surface waters tropical eastern pacific ocean,SUPPORTS
claim-1928,nasa finds antarctica gaining ice,"['evidence-1099128', 'evidence-529248', 'evidence-591257']",mass gains antarctic ice sheet exceed losses study concludes antarctica gaining ice rather losing 40-y record reveals gradual antarctic sea ice increases followed decreases rates far exceeding rates seen arctic,DISPUTED
claim-2787,hansen 1988 results evidence actual climate sensitivity 3°c doubling atmospheric co2,"['evidence-632574', 'evidence-918450', 'evidence-692256']",without feedbacks radiative forcing approximately 3 7 w/m2 due doubling co 2 pre-industrial 280 ppm would eventually result roughly 1 °c global warming equilibrium climate sensitivity ecs refers equilibrium change global mean near-surface air temperature would result sustained doubling atmospheric equivalent co 2 concentration δt2× first paper matter estimated global temperature would rise around 5 6 °c 9 0 10 8 °f quantity co 2 doubled,DISPUTED
