claim_id,claim_text,evidence_id,evidence_text,claim_label
claim-1313,coral bleaching devastated 93% great barrier reef,"['evidence-513559', 'evidence-670186']",overall analysis coral loss found coral populations great barrier reef declined 50 7% 1985 2012 10% decline attributable bleaching remaining 90% caused equally tropical cyclones predation crown-of-thorns starfishes 2016 bleaching coral great barrier reef killed 29 50 percent reef coral,REFUTES
claim-1505,according official figures—during past 10 years anything mean global temperature average world temperature slightly declined,"['evidence-430060', 'evidence-1120350', 'evidence-742898']",global temperature kept climbing decade currently surface temperatures rising 0 2 °c per decade scientific literature overwhelming consensus global surface temperatures increased recent decades trend caused mainly human-induced emissions greenhouse gases,REFUTES
claim-282,panel forced retract statement 2007 report saying himalayan glaciers could melt entirely 2035,"['evidence-907084', 'evidence-138717', 'evidence-281372']",paragraph 938-page 2007 working group ii report wgii included projection himalayan glaciers could disappear 2035 2007 intergovernmental panel climate change ipcc fourth report stated himalayan glaciers feed river risk melting 2035 paragraph 2007 working group ii report impacts adaptation vulnerability chapter 10 included projection himalayan glaciers could disappear 2035 glaciers himalaya receding faster part world see table 10 9 present rate continues likelihood disappearing year 2035 perhaps sooner high earth keeps warming current rate,SUPPORTS
claim-957,ever since december temperatures arctic consistently lower minus 20 c,['evidence-991749'],average winter temperatures go low −40 °c −40 °f coldest recorded temperature approximately −68 °c −90 °f,SUPPORTS
claim-132,climate change making natural disasters worse,"['evidence-430914', 'evidence-943395', 'evidence-332246', 'evidence-288399', 'evidence-299877']",attribute events sudden environmental changes like natural disasters gradual pervasive environmental change sudden natural disasters influence nature extent human migration different ways slow-onset disasters gradual environmental erosion desertification reduction soil fertility coastal erosion sea-level rise likely induce long term migration habitat destruction vastly increases area vulnerability natural disasters like flood drought crop failure spread disease water contamination assesses effect climate change threat natural disasters nations better manage expected change frequency occurrence intensity severe weather patterns,NOT_ENOUGH_INFO
claim-1814,amount heat energy coming earth small even worth considering,"['evidence-845692', 'evidence-1069448', 'evidence-247653']",much heat provided radioactive decay scientists postulate early earth history isotopes short half-lives depleted earth heat production much higher last phenomenon known greenhouse effect trace molecules within atmosphere serve capture thermal energy emitted ground thereby raising average temperature geothermal power considered renewable projected heat extraction small compared earth heat content,DISPUTED
claim-363,monsoons china fail great rivers asia virtually dry rainfall central america falls half,"['evidence-220758', 'evidence-547557', 'evidence-724033', 'evidence-883011', 'evidence-164938']",monsoon accounts 80% rainfall india[citation needed] desert region land dry receives low amounts precipitation usually form rain may snow mist fog often little coverage plants streams dry unless supplied water outside area rainfall often shows summer peak especially monsoons well developed southeast asia south asia summer rainfall comes east asian monsoon frequent typhoons three-quarters annual rainfall northern australia falls time,NOT_ENOUGH_INFO
claim-2687,seems scientists noticed recently quite planets solar system seem heating bit including pluto,"['evidence-172484', 'evidence-803448', 'evidence-958716', 'evidence-818422', 'evidence-422200']",comet icy small solar system body passing close sun warms begins release gases process called outgassing could caused interaction stellar wind planet magnetosphere creating electric current planet heats causing expand presence methane powerful greenhouse gas pluto atmosphere creates temperature inversion average temperature atmosphere tens degrees warmer surface though observations new horizons revealed pluto upper atmosphere far colder expected 70 k opposed 100 k hottest planet surface temperatures 400 °c 752 °f likely due amount greenhouse gases atmosphere four largest ganymede callisto io europa show similarities terrestrial planets volcanism internal heating,NOT_ENOUGH_INFO
claim-1294,“because co₂ acts fertilizer much half vegetated land persistently greener today,"['evidence-760556', 'evidence-300355', 'evidence-143611', 'evidence-806394', 'evidence-1007539']",fertilizer american english fertiliser british english see spelling differences material natural synthetic origin liming materials applied soil plant tissues supply one plant nutrients essential growth plants ammonia produced natural gas air greenhouse gases carbon dioxide methane nitrous oxide produced manufacture nitrogen fertilizer carbon hydrogen oxygen widely available water carbon dioxide ammonia used feedstock nitrogen fertilizers anhydrous ammonium nitrate nh4no3 urea co nh2 2,NOT_ENOUGH_INFO
claim-649,“houlton exploring possibility years,"['evidence-1033596', 'evidence-482584', 'evidence-223394', 'evidence-106373', 'evidence-843198']",edward later fell king proposal roman catholic james ii succeed throne charles death discovery rye house plot 1683 castle searched royal officials looking stocks weapons might used possible revolt kightly suggests castle sold houlton family 1705 rather 1730 jackson disagrees fighters former boxers discussed potential fight futures since early 2008 last valley 1959 john pick two men fleeing thirty years war last valley 1971 film starring michael caine omar sharif discover temporary thirty years war,NOT_ENOUGH_INFO
claim-2868,mean mean tell somebody said group scientists stood said fact galileo got outvoted spell texas governor rick perry,"['evidence-952385', 'evidence-945592']",perry re-elected second full term office winning 39% vote bell 30% strayhorn 18% friedman 12% exit polls revealed perry anglo vote 46% bell got 22% strayhorn got 16% friedman got 15%,SUPPORTS
claim-1562,methane cause climate change,"['evidence-1187937', 'evidence-211727', 'evidence-520753', 'evidence-1068751', 'evidence-58791']",scientists determined major factors causing current climate change greenhouse gases land use changes aerosols soot energy balance shifted earth surface becomes warmer cooler leading variety changes global climate number natural man-made mechanisms affect global energy balance force changes earth climate climate change increase atmospheric methane levels increasing methane production natural ecosystems forming climate change feedback tackling climate change livestock,NOT_ENOUGH_INFO
claim-1620,great barrier reef good shape,"['evidence-460724', 'evidence-629924', 'evidence-1115646']",great barrier reef gbr outstanding coral reef system world great length number individual reefs species diversity percentage baby corals born great barrier reef dropped drastically 2018 scientists describing early stage huge natural selection event unfolding great barrier reef seen outer space world biggest single structure made living organisms,DISPUTED
claim-1327,migration patterns show people heading warm states like texas florida snowy minnesota michigan ”,"['evidence-315268', 'evidence-1134131']",response segregation disfranchisement agricultural depression many african americans migrated florida northern cities great migration waves 1910 1940 starting later 1940s texas rio grande valley seen significant migration across u –mexico border,DISPUTED
claim-3103,disasters cost ever — climate change roger pielke jr,['evidence-1163186'],addressing climate change avoid costs associated effects climate change,REFUTES
claim-195,carbon dioxide non-condensable atmospheric gas like nitrogen oxygen,"['evidence-29224', 'evidence-1046804', 'evidence-244109', 'evidence-26809', 'evidence-370555']",carbon dioxide chemical formula co 2 colorless gas density 60% higher dry air gaseous products complete reaction typically carbon dioxide steam nitrogen common gases earth atmosphere nitrogen 78% oxygen 21% argon 0 9% natural gas also called fossil gas naturally occurring hydrocarbon gas mixture consisting primarily methane commonly including varying amounts higher alkanes sometimes small percentage carbon dioxide nitrogen hydrogen sulfide helium like landfill gas biogas mostly methane carbon dioxide small amounts nitrogen oxygen hydrogen,NOT_ENOUGH_INFO
claim-642,experts think we’re track hit 550 ppm end century would cause average global temperatures rise 6 degrees celsius,"['evidence-1120350', 'evidence-28478', 'evidence-1117164']",currently surface temperatures rising 0 2 °c per decade climate model projections summarized report indicated 21st century global surface temperature likely rise 0 3 1 7 °c 0 5 3 1 °f moderate scenario much 2 6 4 8 °c 4 7 8 6 °f extreme scenario depending rate future greenhouse gas emissions climate feedback effects one model average temperature earth following full thermonuclear war falls several years 7 8 degrees celsius 13 15 degrees fahrenheit average,DISPUTED
claim-2494,ample evidence earth average temperature increased past 100 years decline mid- high-latitude glaciers major piece evidence,"['evidence-742898', 'evidence-17867', 'evidence-758691', 'evidence-1000569']",scientific literature overwhelming consensus global surface temperatures increased recent decades trend caused mainly human-induced emissions greenhouse gases considerable evidence recent period last 100–1000 years sharp increases human activity especially burning fossil fuels caused parallel sharp accelerating increase atmospheric greenhouse gases trap sun heat history himalayas broadly fits long-term decrease earth average temperature since mid-eocene 40 million years ago altai region also experienced overall temperature increase 1 2 degrees celsius last 120 years according report 2006 increase occurring since late 20th century,DISPUTED
claim-1116,severe ‘snowmageddon’ winters strongly linked soaring polar temperatures say researchers deadly summer heatwaves torrential floods also probably linked,"['evidence-611438', 'evidence-392043', 'evidence-236630', 'evidence-516337', 'evidence-717735']",el niño phenomenon blamed unusually high sea surface temperatures pacific ocean moved east thus pulling rainfall along eric klinenberg noted united states loss human life hot spells summer exceeds caused weather events combined including lightning rain floods hurricanes tornadoes deadly heat wave history pakistan record-breaking heat wave summer 2010 occurred last ten days may climate characterized hot dry summers cool wet winters rapid dramatic temperature swings common temperatures sometimes reverting normal above-normal summer temperatures high 95 °f 35 °c near-freezing within hours,NOT_ENOUGH_INFO
claim-3048,question whatsoever co2 increase human-caused,"['evidence-196937', 'evidence-916975', 'evidence-449314', 'evidence-699212']",co 2 absorption release always happening result natural processes recent rise co 2 levels atmosphere known mainly due human anthropogenic activity human activities caused co 2 increase levels seen hundreds thousands years likely anthropogenic e human-induced warming due elevated greenhouse gas levels discernible influence many physical biological systems cumulative anthropogenic e human-emitted emissions co 2 fossil fuel use major cause global warming give indication countries contributed human-induced climate change,SUPPORTS
claim-1115,“blocking” effect means extreme events unfold ”,['evidence-495526'],effect pronounced extreme events possible obtain quality images sun stars,SUPPORTS
claim-1614,arctic sea ice extent lower past,"['evidence-1159446', 'evidence-1144991', 'evidence-1017320']",mean extent ice decreasing since 1980 average winter value 15 600 000 km2 6 023 200 sq mi rate 3% per decade august 2013 arctic sea ice extent averaged 6 09m km2 represents 1 13 million km2 1981–2010 average month comparison extended record sea-ice extent polar region september 2007 half recorded mass estimated exist within 1950–1970 period,REFUTES
claim-1580,plant stomata show higher variable co2 levels,"['evidence-774652', 'evidence-935793', 'evidence-220309', 'evidence-1049076', 'evidence-511878']",plant species greatest photosynthetic rates kranz anatomy showed apparent photorespiration low co2 compensation point high optimum temperature high stomatal resistances lower mesophyll resistances gas diffusion rates never saturated full sun light stomatal density aperture length stomata varies number environmental factors atmospheric co2 concentration light intensity air temperature photoperiod daytime duration studies imply plants response changing co2 levels largely controlled genetics co2 fertiliser effect greatly overestimated free-air carbon dioxide enrichment face experiments results show increased co2 levels atmosphere enhances photosynthesis reduce transpiration increase water use efficiency wue rates leaf photosynthesis shown increase 30–50% c3 plants 10–25% c4 doubled co2 levels,NOT_ENOUGH_INFO
claim-593,shows ecs probably two 4 5 degrees possibly low 1 5 lower possibly high nine degrees,"['evidence-141522', 'evidence-389381', 'evidence-128705', 'evidence-989969', 'evidence-82012']",ordinary degrees level 9 require 360 credits minimum 90 level 9 diatomic molecule 3-d space constant distance let say show degrees freedom 5 latitude earth equator definition 0° zero degrees arc taught master degrees normally one two year courses rated 60 120 ects credits research master degrees normally two year courses either rated 120 ects credits credit rated average separation users application 5 73 degrees whereas maximum degree separation 12,NOT_ENOUGH_INFO
claim-2560,11 400 years since end last ice age sea level risen average 4 feet/century though rising much slowly nearly land-based ice low enough latitudes altitudes melt long since gone,['evidence-374701'],result melting ice land continued rise yearly scandinavia mostly northern sweden finland land rising rate much 8–9 mm per year 1 meter 100 years,REFUTES
claim-11,tell us primary forces controlling earth temperatures burning fossil fuels releasing carbon dioxide,"['evidence-723964', 'evidence-814790', 'evidence-1064868', 'evidence-715109']",carbon dioxide human activities released burning coal fossil fuels since industrial revolution anthropogenic emissions – primarily use fossil fuels deforestation – rapidly increased concentration atmosphere leading global warming main sources greenhouse gases due human activity burning fossil fuels deforestation leading higher carbon dioxide concentrations air present primary source co 2 emissions burning coal natural gas petroleum electricity heat,SUPPORTS
claim-1339,“dr browman marine scientist 35 years said saying ocean acidification posed threat believed “a higher level academic scepticism” applied topic,"['evidence-1116180', 'evidence-510034', 'evidence-433622']",ocean acidification poses severe threat earth natural process regulating atmospheric c02 levels causing decrease water ability dissolve oxygen created oxygen-vacant bodies water called dead zones yet another reason seriously concerned amount carbon dioxide atmosphere additional amount continue put synthesis report published science 2015 22 leading marine scientists stated co 2 burning fossil fuels changing oceans chemistry rapidly time since great dying earth severe known extinction event emphasizing 2 °c maximum temperature increase agreed upon governments reflects small cut emissions prevent dramatic impacts world oceans lead author jean-pierre gattuso remarking ocean minimally considered previous climate negotiations,REFUTES
claim-1878,2013 election campaign coalition said first legislative priority government would scrap carbon tax,"['evidence-321813', 'evidence-912560', 'evidence-592258', 'evidence-452145']",scrap carbon tax family $550 year better committed abolishing carbon tax bring power gas prices abolishing mining tax increase investment employment labor greens opposed coalition promised abolition carbon pricing introduction direct action carbon-reduction policies government secured cross bench support repeal tax july 2014 first day new parliament abbott introduced legislation parliament repeal carbon tax commenced operation sovereign borders coalition policy stop illegal maritime arrivals received strong public support,SUPPORTS
claim-2120,phil jones says global warming since 1995,"['evidence-555300', 'evidence-889933', 'evidence-70660', 'evidence-843935', 'evidence-1142444']",reduction surface climate change achieved 1987 montreal protocol multiple independently produced instrumental datasets confirm 2009–2018 decade 0 93 ± 0 07 °c warmer pre-industrial baseline 1850–1900 framework convention agreed 1992 global emissions risen since crucifix 2016 jull mckenzie 1996 said probably global warming since 1940s satellite data show appreciable warming global atmosphere since 1979,NOT_ENOUGH_INFO
claim-1098,marine life nothing whatsoever fear ocean acidification ”,"['evidence-30044', 'evidence-276290', 'evidence-957349', 'evidence-345042', 'evidence-403020']",human activities affect marine life marine habitats overfishing pollution acidification introduction invasive species rising levels acids seas may endanger marine life says study increasing acidity thought range potentially harmful consequences marine organisms depressing metabolic rates immune responses organisms causing coral bleaching calcium carbonate also becomes soluble lower ph ocean acidification likely profound effects marine organisms calcareous shells oysters clams sea urchins corals ability form shells reduced carbonate compensation depth rise closer sea surface one striking features ocean acidification resulting increased co2 uptake oceans related higher atmospheric concentration co2 higher temperatures severely affects coral reefs mollusks echinoderms crustaceans see coral bleaching,REFUTES
claim-2078,droughts floods changed since weve using fossil fuels,"['evidence-589118', 'evidence-613426', 'evidence-707408', 'evidence-317487']",however research suggests little change drought past 60 years due deforestation rainforest losing ability exacerbated climate change brings frequent droughts area may changes climate extremes e g floods droughts tropical cyclones changes difficult identify increased demands contributing increased environmental degradation global warming resultant intensification tropical cyclones floods droughts forest fires incidence hyperthermia deaths,DISPUTED
claim-797,climate models overestimated global warming,"['evidence-427639', 'evidence-934400', 'evidence-1205331']",past models underestimated rate arctic shrinkage underestimated rate precipitation increase 2017 united states-published national climate assessment notes climate models may still underestimating missing relevant feedback processes lindzen said predicted warming may overestimated handling climate system water vapor feedback,DISPUTED
claim-1667,mars jupiter warming anyway sun recently cooling slightly,"['evidence-1129945', 'evidence-743577', 'evidence-695975', 'evidence-1010222', 'evidence-1106331']",brown ovals warmer located within normal cloud layer infrared observation showed bright spot impact took place meaning impact warmed lower atmosphere area near jupiter south pole martian surface temperatures vary lows −143 °c −225 °f winter polar caps highs 35 °c 95 °f equatorial summer summer temperatures south warmer equivalent summer temperatures north 30 °c 54 °f observations mars reconnaissance orbiter previously revealed possibility flowing water warmest months mars,NOT_ENOUGH_INFO
claim-2553,climate debate reality 1 6 watts per square metre 0 5 per cent discrepancy poorly known planetary energy balance,"['evidence-631423', 'evidence-755676', 'evidence-1122132', 'evidence-78654', 'evidence-1015594']",consensus magnitude long-term carbon leakage average price per square metre central london €24 252 april 2014 mathematics percentage latin per centum hundred number ratio expressed fraction 100 opposed per cent watts features material disputing scientific consensus climate change including claims human role global warming insignificant carbon dioxide driving force warming,NOT_ENOUGH_INFO
claim-2029,bill gates claims pandemic misery happen regularly climate change stopped,['evidence-269919'],said continued emission greenhouse gases cause warming long-lasting changes components climate system increasing likelihood severe pervasive irreversible impacts people ecosystems,SUPPORTS
claim-1049,far month nearly 5 000 daily record highs set tied compared 42 daily record lows,"['evidence-1180692', 'evidence-1089020', 'evidence-268799', 'evidence-269824', 'evidence-190984']",result example us stock prices reached record highs milwaukee tends experience highs 90 °f 32 °c seven days per year lows 0 °f −18 °c six seven nights average 77 days 90 °f 32 °c highs 8 1 days per winter high exceed 50 °f 10 °c 8 0 nights freezing lows annually winters cool wet december coolest month averaging 40 6 °f 4 8 °c 28 annual days lows reach freezing mark 2 0 days temperature stays freezing day temperature rarely lowers 20 °f −7 °c hottest officially recorded temperature 103 °f 39 °c july 29 2009 coldest recorded temperature 0 °f −18 °c january 31 1950 record cold daily maximum 16 °f −9 °c january 14 1950 conversely record warm daily minimum 71 °f 22 °c day official record high set,NOT_ENOUGH_INFO
claim-1744,claim sea level isn’t rising based blatantly doctored graphs contradicted observations,['evidence-399273'],instance mercer published study 1978 predicting anthropogenic carbon dioxide warming potential effects climate 21st century could cause sea level rise around 5 metres 16 ft melting west antarctic ice-sheet alone,SUPPORTS
claim-2782,nasa satellite data years 2000 2011 show earth atmosphere allowing far heat released space alarmist computer models predicted reports new study peer-reviewed science journal remote sensing,['evidence-736108'],premature announcement came preliminary news release study yet peer reviewed,REFUTES
claim-2432,sun warming sun hasn’t warming since 1970,"['evidence-941241', 'evidence-283290', 'evidence-1025186', 'evidence-479642', 'evidence-509144']",photosphere temperature dropped 5 700 k density 0 2 g/m3 1/6 000 density air sea level one fragment cloud collapsed also began rotate conservation angular momentum heat increasing pressure sun gradually becoming hotter time main sequence helium atoms core occupy less volume hydrogen atoms fused however geological record demonstrates earth remained fairly constant temperature throughout history young earth somewhat warmer today contrast sun surface temperature approximately 5 800 k recent analysis soho mission data favors faster rotation rate core radiative zone,NOT_ENOUGH_INFO
claim-2805,arctic sea ice loss three times greater antarctic sea ice gain amount solar energy absorbed earth increasing result,"['evidence-702474', 'evidence-99465', 'evidence-189776']",sun energy absorbed regions contributing arctic amplification caused arctic temperatures increase twice rate rest world sea ice melts surface area shrinks diminishing size reflective surface therefore causing earth absorb sun heat ice melts lowers albedo thus causing heat absorbed earth increase amount melting ice,SUPPORTS
claim-821,societies fall apart war disease chaos,"['evidence-319789', 'evidence-8367']",following coup chaos ensued 1929 great depression arrived causing political chaos throughout world,SUPPORTS
claim-1931,new jersey losing 50 football fields open space development every day develop upstream flooding downstream,['evidence-606356'],winter early spring new jersey experience easters capable causing blizzards flooding throughout northeastern united states,SUPPORTS
claim-1084,[jonathan overpeck ‘no doubt anymore — humans mainly burning fossil fuels cooking planet ’ overpeck said,"['evidence-1064868', 'evidence-715109', 'evidence-35538', 'evidence-358708']",main sources greenhouse gases due human activity burning fossil fuels deforestation leading higher carbon dioxide concentrations air present primary source co 2 emissions burning coal natural gas petroleum electricity heat vast majority anthropogenic carbon dioxide emissions come combustion fossil fuels principally coal oil natural gas additional contributions coming deforestation changes land use soil erosion agriculture including livestock many actions taken humans contribute heated environment stem burning fossil fuel variety sources electricity cars planes space heating manufacturing destruction forests,SUPPORTS
claim-2788,june 23 1988 nasa scientist james hansen testified house representatives strong cause effect relationship observed temperatures human emissions atmosphere,"['evidence-256785', 'evidence-27377']",hansen testified global warming reached level ascribe high degree confidence cause effect relationship greenhouse effect observed warming already happening greenhouse effect detected changing climate already reached point greenhouse effect important senate meeting june 23 1988 hansen reported ninety-nine percent certain earth warmer ever measured clear cause effect relationship greenhouse effect lastly due global warming likelihood freak weather steadily increasing,SUPPORTS
claim-1465,since beginning industrial revolution acidity surface ocean waters increased 30 percent 13 14,"['evidence-599485', 'evidence-637096', 'evidence-542607']",caused increase hydrogen ion acidity 30% since start industrial age process known ocean acidification ocean acidification increased 26% since beginning industrial era 1751 1996 surface ocean ph estimated decreased approximately 8 25 8 14 representing increase almost 30% h+ ion concentration world oceans,SUPPORTS
claim-1938,obama administration clean power plan would little effect carbon dioxide emissions,"['evidence-310175', 'evidence-1185776']",final version plan aims reduce carbon dioxide emissions electrical power generation 32 percent 2030 relative 2005 levels obama administration designed plan lower carbon dioxide emitted power generators,REFUTES
claim-2123,tree-rings diverge temperature 1960,"['evidence-94196', 'evidence-92456', 'evidence-255113', 'evidence-713207', 'evidence-487458']",example 3°c change mean annual temperature corresponds shift isotherms approximately 300–400 km latitude temperate zone 500 elevation microthermal climate one low annual mean temperatures generally 0 °c 32 °f 14 °c 57 °f experiences short summers potential evaporation 14 centimetres 5 5 43 centimetres 17 recent evidence suggests sudden short-lived climatic shift 2200 2100 bce occurred region tibet iceland evidence suggesting global change earlier extended minima discovered analysis tree rings appear coincided lower-than-average global temperatures one method based principles dendroclimatology uses width characteristics tree rings infer temperature,NOT_ENOUGH_INFO
claim-1406,yet according nasa one temperature sensing station necessary two cities vast area adequately represented network ”,"['evidence-119255', 'evidence-308147', 'evidence-198065', 'evidence-195959', 'evidence-9205']",temperature new york city exceeds nearby rural temperatures average 2–3 °c times 5–10 °c differences recorded concluded global mean temperatures determined even though meteorological stations typically northern hemisphere confined continental regions september 2017 nasa reported radiation levels surface planet mars temporarily doubled associated aurora 25 times brighter observed earlier due massive unexpected solar storm middle month deep space missions visible long periods time large portion earth surface require stations dsn three main sites three located goldstone one canberra madrid,NOT_ENOUGH_INFO
claim-2444,number forcings affect climate eg stratospheric aerosols solar variations,"['evidence-139375', 'evidence-9075', 'evidence-927438', 'evidence-631347', 'evidence-1017229']",include processes variations solar radiation variations earth orbit variations albedo reflectivity continents atmosphere oceans mountain-building continental drift changes greenhouse gas concentrations volcanic eruptions solar variations anthropogenic changes composition atmosphere land use change external forcings external forcings natural variations solar intensity volcanic eruptions caused humans suggested causes ice age periods include positions continents variations earth orbit changes solar output volcanism natural climate forcings include changes sun brightness milankovitch cycles small variations shape earth orbit axis rotation occur thousands years volcanic eruptions inject light-reflecting particles high stratosphere,SUPPORTS
claim-320,globally averaged thermometers show two periods warming since 1900 half-degree natural causes first half 20th century increase industrial carbon dioxide enough produce another half-degree last quarter century,"['evidence-697238', 'evidence-534165', 'evidence-368192', 'evidence-814790', 'evidence-94670']",average global temperature earth increased 0 8° celsius 1 4° fahrenheit since 1880 two-thirds warming occurred since 1975 rate roughly 0 15-0 20 °c per decade one argument global warming occurring due human-caused emission greenhouse gases particularly carbon dioxide produced burning fossil fuels increases atmospheric concentrations co 2 long-lived greenhouse gases methane nitrous oxide ozone correspondingly strengthened absorption emission infrared radiation causing rise average global temperature since mid-20th century since industrial revolution anthropogenic emissions – primarily use fossil fuels deforestation – rapidly increased concentration atmosphere leading global warming industrial revolution naturally occurring amounts greenhouse gases caused air near surface warmer 33 °c 59 °f would absence,NOT_ENOUGH_INFO
claim-1880,electricity rates 40 percent higher states required utility companies use certain amount renewable energy solar power,['evidence-625549'],renewable portfolio standards require renewable energy exist intermittent wind solar expense utilities consumers,SUPPORTS
claim-263,later emerged creator dr michael mann spliced [sic] datasets together – tree-rings showing temperatures going back hundreds years recent thermometer readings recent decades,"['evidence-1000787', 'evidence-707918']",mann said ten years ago availability data became quite sparse time got back 1 000 ad weighted towards tree-ring data go back 1 300 years without using tree-ring data still get verifiable conclusion using various high-resolution proxies including tree rings ice cores sediments mann jones published reconstructions august 2003 indicated late 20th century warmth unprecedented least roughly past two millennia northern hemisphere,SUPPORTS
claim-663,“for example canadian polar bear biologist ian stirling learned 1970s spring sea ice southern beaufort sea periodically gets thick seals depart depriving local polar bears prey causing numbers plummet,"['evidence-1178891', 'evidence-565971', 'evidence-862997']",begin long walk denning area sea ice mother catch seals claimed polar bears able adapt terrestrial food sources sea ice use hunt seals disappears polar bears hunt preferred food seals edge sea ice often living fat reserves sea ice present,DISPUTED
claim-1995,120 000 solar energy jobs united states 1 700 georgia,"['evidence-1130962', 'evidence-341764', 'evidence-70694']",2016 260 000 people worked solar industry 43 states deployed net metering energy utilities bought back excess power generated solar arrays solar industry currently one fastest growing united states employing 250 000 people 2018 [clarification needed] solar jobs doubled united states last decade growing 153% since 2010 242 343 workers directly employed industry,REFUTES
claim-2780,united states restricting soot emissions draconian fashion since clean air act 1963,"['evidence-510174', 'evidence-625241', 'evidence-955891', 'evidence-249780', 'evidence-831777']",§ 7401 united states federal law designed control air pollution national level clean air act 1963 first federal legislation regarding air pollution control clean air act 1970 1970 caa authorized development comprehensive federal state regulations limit emissions stationary industrial sources mobile sources 1997 epa tightened naaqs regarding permissible levels ground-level ozone make smog fine airborne particulate matter makes soot first federal legislation actually pertain controlling air pollution clean air act 1963,NOT_ENOUGH_INFO
claim-2369,public understand get fall evening spring evening sky clear heat escape temperature drop get frost,['evidence-364822'],water vapor condenses liquid latent heat released warms air causing become less dense surrounding drier air,REFUTES
claim-2627,neptune orbit 164 years observations 1950 present day span less third neptunian year,"['evidence-874431', 'evidence-683543', 'evidence-724346']",average distance neptune sun 4 5 billion km 30 1 astronomical units au completes orbit average every 164 79 years subject variability around ±0 1 years neptune 164 year orbital period means planet takes average 13 years move constellation zodiac neptune orbits sun every 164 8 years average distance 30 1 au 4 5 billion km 2 8 billion mi,SUPPORTS
claim-1077,antarctic ice fluctuates wildly year year link man-made global warming clear nasa ice expert walt meier said,"['evidence-1117137', 'evidence-1020939']",scientific consensus linking human activities global warming due industrial carbon dioxide emissions change attributed increasingly cold winters arctic stratosphere altitude approximately 20 km 12 mi change associated global warming relationship still investigation,DISPUTED
claim-828,famine economic collapse sun cooks us climate change could wreak — sooner think,"['evidence-1178287', 'evidence-589361', 'evidence-463557', 'evidence-274178']",abrupt climate change tipping points climate system climate change could result global large-scale changes climate change could impact poor much previously thought november 2017 second warning humanity signed 15 364 scientists 184 countries stated current trajectory potentially catastrophic climate change due rising greenhouse gases burning fossil fuels deforestation agricultural production – particularly farming ruminants meat consumption especially troubling david wallace-wells uninhabitable earth famine economic collapse sun cooks us climate change could wreak — sooner think new york magazine july 9 2017,SUPPORTS
claim-2461,early 20th century warming large part due rising solar activity relatively quiet volcanic activity,['evidence-697238'],average global temperature earth increased 0 8° celsius 1 4° fahrenheit since 1880 two-thirds warming occurred since 1975 rate roughly 0 15-0 20 °c per decade,SUPPORTS
claim-2945,conclusion holds true sources c12 increases human caused,"['evidence-467792', 'evidence-1019038', 'evidence-489930', 'evidence-1034835', 'evidence-338219']",reasoning argument valid way premises 1 2 could true conclusion 3 false likely increases ghg concentrations alone would caused warming observed volcanic anthropogenic aerosols offset warming would otherwise taken place according summary fourth assessment report found human actions likely cause global warming meaning 90% greater probability statement concludes call reduction anthropogenic human-caused sources carbon dioxide greenhouse gas emissions contributing global climate change conservation co 2- consuming photosynthesizers e plants ‘climate change’ due natural forces human activity substantial evidence indicate human activity – specifically increased greenhouse gas ghgs emissions – key factor pace extent global temperature increases,NOT_ENOUGH_INFO
claim-2633,jupiter climate change due shifts internal turbulence fueled internal heat source planet radiates twice much energy receives sun,['evidence-1103766'],water clouds assumed generate thunderstorms way terrestrial thunderstorms driven heat rising interior,SUPPORTS
claim-353,bottom line there’s solid connection climate change major indicators extreme weather,"['evidence-833979', 'evidence-1102346', 'evidence-653981']",likely changes listed increased areas affected drought increased intense tropical cyclone activity increased incidences extreme high sea level excluding tsunamis storm strength leading extreme weather increasing power dissipation index hurricane intensity letter goes warn predicted impacts united states sea level rise increases extreme weather events water scarcity heat waves wildfires disturbance biological systems could lead changing emissions scenarios unpredictable weather patterns around world less frost days extreme events droughts storm flood disasters warmer sea temperatures melting glaciers causing sea levels rise,REFUTES
claim-1829,cascading effects climate change contributed rise isis,"['evidence-580497', 'evidence-852366', 'evidence-10951', 'evidence-122651', 'evidence-1185813']",cascading effects especially grizzly bear populations pine nuts important source winter time food periods large snowpack global warming refers long-term rise average temperature earth climate system sirius heliacal rising start nile flood gave sopdet close connection flood resulting growth plants self-reinforcing feedbacks carbon cycle planetary reflectivity could trigger cascading set tipping points lead world hothouse climate state field evidence rapidly cascading underground food web,NOT_ENOUGH_INFO
claim-1568,southern sea ice increasing,['evidence-1159446'],mean extent ice decreasing since 1980 average winter value 15 600 000 km2 6 023 200 sq mi rate 3% per decade,REFUTES
claim-791,‘clean coal’ approach emissions coal-burning power plants would captured pumped underground,"['evidence-1199381', 'evidence-659283', 'evidence-886223', 'evidence-318463']",carbon capture storage ccs carbon capture sequestration carbon control sequestration process capturing waste carbon dioxide co 2 usually large point sources cement factory biomass power plant transporting storage site depositing enter atmosphere normally underground geological formation also known geo-sequestration method involves injecting carbon dioxide generally supercritical form directly underground geological formations carbon capture storage ccs method mitigate climate change capturing carbon dioxide co2 large point sources power plants subsequently storing away safely instead releasing atmosphere coal pollution mitigation often called clean coal series systems technologies seek mitigate pollution environmental effects normally associated burning though mining processing coal widely regarded dirtiest common fuels industrial processes power generation,SUPPORTS
