claim_id,claim_text,evidence_ids,evidence_text
claim-2168,ipcc graph showing accelerating trends misleading,"['evidence-430265', 'evidence-1150493', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-769578', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-413410', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'greenhouse gas causing warming rate warming higher troposphere surface', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-785,many cases though — hurricanes example — linkage global warming particular trends uncertain disputed,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-323590', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2426,twentieth century global warming start 1910,"['evidence-430265', 'evidence-1150493', 'evidence-126737', 'evidence-57888', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-413410', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-1292,reasonable person recognize positives negatives among policy proposals tories labour,"['evidence-430265', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-1150493', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-993,mean rise little 3mm per year worldwide since 1990s last decade noaa virginia key tide gauge south miami beach measured 9mm rise annually ”,"['evidence-51798', 'evidence-383968', 'evidence-540292', 'evidence-1034966', 'evidence-57888', 'evidence-35625', 'evidence-268112', 'evidence-954785', 'evidence-255653', 'evidence-368794', 'evidence-1120350', 'evidence-953766', 'evidence-417371', 'evidence-403673', 'evidence-626239', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming contributes 0 6°c', 'claims science settled global warming states criticizes environmentalists treating global warming like religion', 'global warming refers global averages amount warming varying region', 'global warming debate', 'led increases mean global temperature global warming', 'less 14% observed global warming', 'global warming major threat global biodiversity', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'complex politics global warming results numerous cofactors arising global economy interdependence carbon dioxide emitting hydrocarbon energy sources directly implicated global warming—making global warming non-traditional environmental challenge', 'accurately global warming mainly human-caused increase global surface temperatures projected continuation climate change includes global warming effects changes precipitation', 'global warming 1 5 °c', 'regional effects global warming long-term significant changes expected patterns average weather specific region due global warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2593,[t]he study indicates “greenland’s ice may less susceptible massive meltdown predicted computer models climate change main author said interview,"['evidence-51798', 'evidence-430265', 'evidence-540292', 'evidence-383968', 'evidence-57888', 'evidence-35625', 'evidence-954785', 'evidence-255653', 'evidence-368794', 'evidence-1120350', 'evidence-352729', 'evidence-953766', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming refers global averages amount warming varying region', 'global warming debate', 'less 14% observed global warming', 'global warming major threat global biodiversity', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'complex politics global warming results numerous cofactors arising global economy interdependence carbon dioxide emitting hydrocarbon energy sources directly implicated global warming—making global warming non-traditional environmental challenge', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-1567,ipcc overestimate temperature rise,"['evidence-430265', 'evidence-1150493', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-769578', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-413410', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'greenhouse gas causing warming rate warming higher troposphere surface', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-1834,14 august 1912 article new zealand newspaper contained brief story burning coal might produce future warming adding carbon dioxide atmosphere,"['evidence-51798', 'evidence-430265', 'evidence-540292', 'evidence-383968', 'evidence-57888', 'evidence-35625', 'evidence-954785', 'evidence-255653', 'evidence-368794', 'evidence-1120350', 'evidence-352729', 'evidence-953766', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming refers global averages amount warming varying region', 'global warming debate', 'less 14% observed global warming', 'global warming major threat global biodiversity', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'complex politics global warming results numerous cofactors arising global economy interdependence carbon dioxide emitting hydrocarbon energy sources directly implicated global warming—making global warming non-traditional environmental challenge', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-856,pathbreaking work rosamond naylor david battisti shown tropics already hot efficiently grow grain places grain produced today already optimal growing temperature — means even small warming push slope declining productivity,"['evidence-51798', 'evidence-383968', 'evidence-540292', 'evidence-57888', 'evidence-35625', 'evidence-268112', 'evidence-954785', 'evidence-1080520', 'evidence-255653', 'evidence-368794', 'evidence-1120350', 'evidence-953766', 'evidence-417371', 'evidence-403673', 'evidence-446205', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming contributes 0 6°c', 'global warming refers global averages amount warming varying region', 'global warming debate', 'led increases mean global temperature global warming', 'less 14% observed global warming', 'four aspects global education universities india might focus global curriculum global faculty global degrees global interaction', 'global warming major threat global biodiversity', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'complex politics global warming results numerous cofactors arising global economy interdependence carbon dioxide emitting hydrocarbon energy sources directly implicated global warming—making global warming non-traditional environmental challenge', 'accurately global warming mainly human-caused increase global surface temperatures projected continuation climate change includes global warming effects changes precipitation', 'global warming 1 5 °c', 'statements concur global scientific consensus global climate warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-540,heatwave europe something expected 1c warming,"['evidence-430265', 'evidence-1150493', 'evidence-126737', 'evidence-57888', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-413410', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-757,grasslands crops forests territorial waters australia absorb carbon dioxide australia emits,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-1407,“in award winning book ‘taken storm’ 2007 canadian researchers christopher essex ross mckitrick explain ‘temperature amount something [like height weight],"['evidence-51798', 'evidence-430265', 'evidence-540292', 'evidence-383968', 'evidence-57888', 'evidence-35625', 'evidence-268112', 'evidence-954785', 'evidence-255653', 'evidence-368794', 'evidence-1120350', 'evidence-953766', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming refers global averages amount warming varying region', 'global warming debate', 'led increases mean global temperature global warming', 'less 14% observed global warming', 'global warming major threat global biodiversity', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'complex politics global warming results numerous cofactors arising global economy interdependence carbon dioxide emitting hydrocarbon energy sources directly implicated global warming—making global warming non-traditional environmental challenge', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-3070,government proposing put risk manufacturing industry penalise struggling families make tough situation worse millions households right around australia,"['evidence-51798', 'evidence-430265', 'evidence-540292', 'evidence-383968', 'evidence-57888', 'evidence-35625', 'evidence-210566', 'evidence-255653', 'evidence-368794', 'evidence-1120350', 'evidence-352729', 'evidence-953766', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming refers global averages amount warming varying region', 'global warming debate', 'recent global warming one many natural cycles warming cooling geologic history', 'global warming major threat global biodiversity', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'complex politics global warming results numerous cofactors arising global economy interdependence carbon dioxide emitting hydrocarbon energy sources directly implicated global warming—making global warming non-traditional environmental challenge', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-1745,ipcc simply updated temperature history graphs show best data available time,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-1515,one really knows last year 2016 global temperature record,"['evidence-430265', 'evidence-540292', 'evidence-1150493', 'evidence-57888', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming refers global averages amount warming varying region', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-1519,earth’s climate changing response increasing concentrations greenhouse gases ghgs particulate matter atmosphere largely result human activities,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-383968', 'evidence-57888', 'evidence-323590', 'evidence-35625', 'evidence-210566', 'evidence-262618', 'evidence-368794', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming refers global averages amount warming varying region', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'global warming debate', 'recent global warming one many natural cycles warming cooling geologic history', 'warming past century found warming similar hemispheres', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-3069,continued greenhouse gas emissions current rates would cause warming induce many changes global climate system 21st century would likely larger observed 20th century,"['evidence-51798', 'evidence-383968', 'evidence-540292', 'evidence-430265', 'evidence-57888', 'evidence-35625', 'evidence-268112', 'evidence-954785', 'evidence-255653', 'evidence-368794', 'evidence-1120350', 'evidence-953766', 'evidence-417371', 'evidence-403673', 'evidence-1086865', 'evidence-597452']","['2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming contributes 0 6°c', 'stated warming mars evidence global warming earth caused changes sun', 'global warming refers global averages amount warming varying region', 'global warming debate', 'led increases mean global temperature global warming', 'less 14% observed global warming', 'global warming major threat global biodiversity', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'complex politics global warming results numerous cofactors arising global economy interdependence carbon dioxide emitting hydrocarbon energy sources directly implicated global warming—making global warming non-traditional environmental challenge', 'accurately global warming mainly human-caused increase global surface temperatures projected continuation climate change includes global warming effects changes precipitation', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-677,“which say beans eaten cows cows convert beans meat humans eat meat,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-323590', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-765,broader term covers changes beyond warmer temperatures shifting rainfall patterns ”,"['evidence-430265', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-1150493', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2275,[…] constant 24-7 media coverage every significant storm worldwide makes seem way ”,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-323590', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'total increase global warming century ~0 3 °c rather catastrophic warming 3-6°c 4-11°f predicted ipcc', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-1113,means jet stream meanders big loops bringing warm air frozen north cold air warmer southern climes ”,"['evidence-430265', 'evidence-51798', 'evidence-540292', 'evidence-383968', 'evidence-57888', 'evidence-35625', 'evidence-954785', 'evidence-210566', 'evidence-262618', 'evidence-368794', 'evidence-1120350', 'evidence-352729', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', '2016 gallup found 64% americans worried global warming 59% believed global warming already happening 65% convinced global warming caused human activities', 'global warming contributes 0 6°c', 'extinction risk global warming risk species becoming extinct due effects global warming', 'global warming refers global averages amount warming varying region', 'global warming debate', 'less 14% observed global warming', 'recent global warming one many natural cycles warming cooling geologic history', 'warming past century found warming similar hemispheres', 'shows general warming global temperatures', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2611,final amount extra co2 remains atmosphere stays time scale centuries,"['evidence-430265', 'evidence-540292', 'evidence-1150493', 'evidence-57888', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'global warming refers global averages amount warming varying region', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
claim-2060,global warming causing hurricanes stronger hurricanes,"['evidence-430265', 'evidence-1150493', 'evidence-126737', 'evidence-1077625', 'evidence-35625', 'evidence-769578', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-311208', 'evidence-413410', 'evidence-1086865', 'evidence-338987']","['stated warming mars evidence global warming earth caused changes sun', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'greenhouse gas causing warming rate warming higher troposphere surface', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'proceed warming', 'greenhouse gas causing warming rate warming higher troposphere surface', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming']"
claim-2326,2007 northern hemisphere reached record low ice coverage northwest passage opened,"['evidence-430265', 'evidence-540292', 'evidence-126737', 'evidence-57888', 'evidence-1150493', 'evidence-1077625', 'evidence-35625', 'evidence-262618', 'evidence-210566', 'evidence-1120350', 'evidence-352729', 'evidence-1156443', 'evidence-403673', 'evidence-1086865', 'evidence-338987', 'evidence-597452']","['stated warming mars evidence global warming earth caused changes sun', 'global warming contributes 0 6°c', 'factors may increase probability abrupt climate change include higher magnitudes global warming warming occurs rapidly warming sustained longer time periods', 'global warming refers global averages amount warming varying region', 'changes regional climate expected include greater warming land warming high northern latitudes least warming southern ocean parts north atlantic ocean', 'antarctica warming particularly strong warming noted antarctic peninsula', 'global warming debate', 'warming past century found warming similar hemispheres', 'recent global warming one many natural cycles warming cooling geologic history', 'currently surface temperatures rising 0 2 °c per decade', 'regional variation warming warming higher latitudes evidence warming anthropogenic origin', 'warming generally higher', 'global warming 1 5 °c', 'global warming refers warming caused human technology since 19th century earlier', 'main positive feedback global warming tendency warming increase amount water vapor atmosphere turn leads warming', 'years romm wrote widely global warming energy technologies reduce global warming']"
